,사업장명,상세영업상태명,소재지전체주소,시설규모,kakao_score,lat,lon
2980,양주시 미술관 옆 캠핑장,영업중,경기도 양주시 장흥면 석현리 396-1,7709.0,4.2,37.73096839999999,126.9481812
2981,양주산막골캠핑장,영업중,경기도 양주시 백석읍 기산리 385,4261.0,1.6,37.7748059,126.9375306
2982,대궐오토캠핑장,영업중,경기도 양주시 백석읍 기산리 364-4,5866.0,3.7,37.7681274,126.9395976
2983,안태울캠핑장,영업중,경기도 양주시 광적면 효촌리 230,7250.0,5.0,37.8720673,126.9503701
2984,기산골캠핑장,영업중,경기도 양주시 백석읍 기산리 393-2,1328.0,3.0,37.7765687,126.9356778
2985,비타민캠핑장,영업중,경기도 양주시 백석읍 기산리 370,4477.0,0.0,37.7702602,126.9374049
2986,선녀와 나무꾼,영업중,경기도 양주시 덕계동 540,7901.0,0.0,37.8266575,127.0464988
2987,선녀와 나무꾼,영업중,경기도 양주시 덕계동 540,7901.0,0.0,37.8266575,127.0464988
2988,범산골캠핑장,영업중,경기도 양주시 광적면 비암리 757-9,6893.0,4.0,37.8040879,126.9143522
2989,캠프리카 캠핑장,영업중,경기도 양주시 백석읍 기산리 362,50.0,2.3,37.77099949999999,126.9387644
2990,일영무두리캠핑장,영업중,경기도 양주시 장흥면 삼상리 28-14,4373.0,3.8,37.7004167,126.9472455
2991,휴리조트캠핑장,영업중,경기도 양주시 만송동 83-30,2270.0,0.0,37.7848556,127.0975517
2992,강촌달머리캠핑장,영업중,강원도 춘천시 서면 안보리 471-1,9917.0,None,37.8514221,127.5721373
2993,춘천Believing(빌리빙)캠핑장,영업중,강원도 춘천시 사북면 지암리 52,4801.0,None,37.9764062,127.6280753
2994,왕터주식회사,영업중,강원도 춘천시 남면 박암리 9-3,30614.0,None,37.7299991,127.5608965
2995,황금박쥐캠핑장,영업중,강원도 춘천시 남산면 산수리 458-3,1650.0,2.9,37.6795888,127.6459758
2996,별 헤는 마을,영업중,강원도 춘천시 서면 당림리 280-2,3615.0,0.0,37.8228789,127.6256869
2997,캠핑하는 집,영업중,강원도 춘천시 동산면 봉명리 542,3808.0,1.0,37.7589592,127.7975252
2998,문배골 캠핑장,영업중,강원도 춘천시 남산면 백양리 176,2314.0,5.0,37.7983106,127.5894834
2999,툇골 캠핑장,영업중,강원도 춘천시 서면 서상리 801-2,4626.0,0.0,37.9353909,127.6578864
3000,(주)아웃오브파크,영업중,강원도 춘천시 남면 관천리 356-12,1770.0,3.5,37.7280676,127.5108438
3001,늘푸른 관광농원,영업중,강원도 춘천시 북산면 추곡리 142-4,2244.0,0.0,38.0338468,127.8882937
3002,하얀여울,영업중,강원도 영월군 무릉도원면 법흥리 37-11,2172.0,5.0,37.3403587,128.2806904
3003,휴가를 부탁해 캠핑장,영업중,강원도 영월군 김삿갓면 내리 388-11 외 1필지,1676.0,5.0,37.0779437,128.7082094
3004,상순네 캠핑장,영업중,강원도 영월군 산솔면 이목리 571 외 1필지,7913.0,5.0,37.1551766,128.658533
3005,갈기산 캠핑장,영업중,"경기도 양평군 청운면 신론리 189-4 189-1, 189-5, 187-2, 191-3, 189-4, 191-5, 191-8",55.0,5.0,37.5594581,127.7883841
3006,금물산하늘소캠프,영업중,경기도 양평군 청운면 도원리 837-5,227.0,5.0,37.5498603,127.7906803
3007,설매재자연휴양림야영장,영업중,경기도 양평군 옥천면 용천리 산 29-21,47.0,2.2,37.5567337,127.5094363
3008,다목적광장 야영장,영업중,경기도 양평군 양동면 계정리 산 6,107.0,5.0,37.4403086,127.7877199
3009,양평 글램퍼스,영업중,경기도 양평군 단월면 부안리 27,23.0,3.6,37.5790956,127.6821069
3010,글램핑 앤 카라반,영업중,경기도 양평군 단월면 부안리 55,1844.0,3.5,37.5860731,127.6776613
3011,글램핑 앤 카라반,영업중,경기도 양평군 단월면 부안리 55,1844.0,3.5,37.5860731,127.6776613
3012,천사봉 오토 캠핑장,영업중,경기도 양평군 단월면 산음리 662-7,0.0,5.0,37.5957389,127.5972971
3013,와이글램핑,영업중,경기도 양평군 용문면 중원리 45-2,177.0,3.3,37.5269283,127.6261818
3014,양평 휴 캠핑 워크샵,영업중,경기도 양평군 청운면 갈운리 514-5,732.0,4.2,37.54043070000001,127.7689958
3015,양평수목원 캠핑장,영업중,경기도 양평군 지평면 옥현리 1504-3 외 14필지,20615.0,3.0,37.4495426,127.6124744
3016,서후리 캠핑장,영업중,"경기도 양평군 서종면 서후리 318 318-2, 319-2",58.0,5.0,37.5726931,127.419414
3017,강촌밸리,영업중,강원도 춘천시 남산면 방곡리 4-10,9919.0,4.5,37.8059596,127.6343862
3018,뮤즈캠핑장,영업중,인천광역시 강화군 강화읍 국화리 740번지 15,5460.0,4.7,37.7377867,126.4453006
3019,멍우리협곡관광농원(한탄강둘레길캠핑장),영업중,경기도 포천시 영북면 소회산리 363-3 외 1필지(364-2),2158.0,None,38.0954846,127.233683
3020,힐링캠프Sunset,영업중,인천광역시 중구 을왕동 678-179,1460.0,None,37.4414028,126.3834625
3021,백담정 캠핑장,영업중,강원도 인제군 북면 용대리 868-12,54.0,5.0,38.1889599,128.3620907
3022,솔베이캠핑장,영업중,충청북도 괴산군 감물면 백양리 8-9번지,126.0,4.0,36.84728,127.8902836
3023,광주시민의숲 야영장,영업중,광주광역시 북구 월출동 968,0.0,5.0,35.23428430000001,126.8672499
3024,센티마르 펜션 글램핑 캠핑장 1,영업중,충청남도 태안군 원북면 방갈리 515-34,5.0,None,36.8981857,126.2108239
3025,CLUB 596,영업중,충청남도 태안군 남면 몽산리 596,52.0,4.7,36.683579,126.2683706
3026,맘빌리지,영업중,충청남도 태안군 소원면 법산리,,2.0,36.7472366,126.2047232
3027,이태백야영장,영업중,충청남도 태안군 소원면 의항리 51번지,1222.0,4.4,36.8394862,126.1639006
3028,굼벵이야영장,영업중,충청남도 태안군 이원면 내리 523-1번지,1912.0,5.0,36.9363256,126.294051
3029,마검포힐링캠핑장,영업중,충청남도 태안군 남면 신온리 104-2,1828.0,2.7,36.6094922,126.2909221
3030,샛별글램핑,영업중,충청남도 태안군 안면읍 신야리 733-17,0.0,3.7,36.4530174,126.3353542
3031,살구나무글램핑,영업중,강원도 횡성군 서원면 유현리 462,4114.0,5.0,37.5277081,127.8646471
3032,쉼이있는자유,영업중,충청남도 태안군 이원면 관리 1040-7,0.0,0.0,36.9058645,126.2867957
3033,제주돌하르방캠핑장,영업중,제주특별자치도 제주시 한경면 청수리 2130,0.0,3.7,33.3239034,126.2391599
3034,교래자연휴양림야영장,영업중,제주특별자치도 제주시 조천읍 교래리 산 119,0.0,3.3,33.4276176,126.6665803
3035,한라산국립공원관음사지구야영장,영업중,제주특별자치도 제주시 오등동 산 180-3번지,0.0,4.0,33.4218993,126.5503226
3036,귤빛캠핑장,영업중,제주특별자치도 제주시 조천읍 대흘리 172,119.0,5.0,33.5049539,126.6744057
3037,제주에코힐글램핑,영업중,제주특별자치도 제주시 애월읍 광령리 926번지,0.0,5.0,33.3701721,126.4819697
3038,골체오름캠핑,영업중,제주특별자치도 제주시 조천읍 선흘리 1858-1번지,0.0,5.0,33.4515107,126.7049928
3039,교래생태체험장,영업중,제주특별자치도 제주시 조천읍 교래리 636,0.0,5.0,33.4276176,126.6665803
3040,제주 자연인 글램핑,영업중,제주특별자치도 제주시 아라일동 2082-1,,2.5,33.4683293,126.5385409
3041,그린하우스캠핑장,영업중,경상북도 경주시 산내면 대현리 495-1,3135.0,0.0,35.7236273,129.0661217
3042,경주글램존,영업중,경상북도 경주시 안강읍 강교리 877-1,1552.0,1.0,35.95051850000001,129.1400306
3043,해바라기 캠핑장,영업중,경상북도 문경시 농암면 내서리 239-7,3917.0,4.5,36.5712945,127.9749881
3044,숲이조아캠핑장,영업중,경상북도 문경시 농암면 율수리 318-4,,5.0,36.5657731,127.9897484
3045,문경새재 국민여가캠핑장,영업중,경상북도 문경시 문경읍 하초리 367,,2.0,36.7545018,128.0745308
3046,불정자연휴양림,영업중,경상북도 문경시 불정동 산 71-1번지,1020.0,0.0,36.6216674,128.1420357
3047,미산가족오토캠핑장,영업중,경상북도 문경시 마성면 하내리 14,4997.0,2.3,36.6602844,128.10455
3048,문경히든벨리오토캠핑장,영업중,경상북도 문경시 가은읍 죽문리 441번지,7434.0,4.8,36.6489882,127.9908938
3049,그린스톤 캠핑장,영업중,경상북도 문경시 가은읍 완장리 351,5271.0,4.0,36.6829936,127.9774069
3050,소막골야영장,영업중,경상남도 산청군 삼장면 평촌리 산 118-1,0.0,2.5,35.3507732,127.8158534
3051,비토애 럭셔리글램핑 산청점,영업중,경상남도 산청군 신안면 안봉리 1045-9,0.0,2.0,35.38076849999999,127.9651843
3052,느티나무야영장,영업중,경상남도 산청군 삼장면 유평리 233,0.0,3.0,35.3714855,127.7816329
3053,산청별천지캠핑장,영업중,"경상남도 산청군 단성면 운리 90-12 외 2필지(90-15, 90-18)",0.0,4.0,35.3330194,127.8954183
3054,국립가리왕산자연휴양림,영업중,강원도 정선군 정선읍 회동리 산 2-1번지,39522369.0,2.8,37.4218344,128.5758854
3055,러브팩토리펜션캠핑장,영업중,강원도 정선군 남면 낙동리 620번지 -3,456.0,5.0,37.3194099,128.6795475
3056,아우라지관광지,영업중,강원도 정선군 여량면 여량리 183-1번지,100.0,4.5,37.4747142,128.7238355
3057,도고온천모두캠핑장,영업중,충청남도 아산시 도고면 신언리 7-4번지,1555.0,0.0,36.7661007,126.8796483
3058,폭포 캠핑 야영장,영업중,강원도 인제군 북면 용대리 1078번지,,0.0,38.1889599,128.3620907
3059,베이스캠프,영업중,충청북도 진천군 진천읍 건송리 638-2번지,301.0,0.0,36.8711335,127.3982958
3060,베이스캠프,영업중,충청북도 진천군 진천읍 건송리 638-2번지,301.0,0.0,36.8711335,127.3982958
3061,아빠캠핑가,영업중,충청북도 진천군 백곡면 구수리 16-2번지,120.0,5.0,36.8866429,127.3605827
3062,힐사이드,영업중,충청북도 진천군 문백면 태락리 144-10,99.0,2.3,36.8198442,127.4327378
3063,덤바위,영업중,충청북도 진천군 문백면 은탄리 141번지,3436.0,0.0,36.8000236,127.482306
3064,초평밤나무,영업중,충청북도 진천군 초평면 화산리 875번지,134.0,1.0,36.8163237,127.4950019
3065,추월산 골드 캠핑장,영업중,전라남도 담양군 용면 용연리 603-8번지,239.0,0.0,35.4261855,127.01421
3066,마루한 캠핑장,영업중,"전라남도 담양군 금성면 봉황리 100번지 ,104-2번지",290.0,0.0,35.314777,127.0578463
3067,메타파크,영업중,전라남도 담양군 금성면 대성리 40-2번지 외 6필지,9995.0,1.0,35.37085769999999,127.0213408
3068,담양대나무골캠핑장,영업중,전라남도 담양군 월산면 화방리 624-6번지,,4.5,35.3373372,126.9482857
3069,누룽지야영장,영업중,전라남도 담양군 용면 용치리 95-6,1721.0,None,35.4267273,126.9990969
3070,해오름펜션야영장,영업중,전라남도 담양군 용면 월계리 282-24번지,878.0,4.3,35.4052156,126.9910828
3071,돌고래오토캠핑장2,영업중,충청남도 태안군 남면 몽산리 663-1번지,427.0,None,36.6744882,126.2700007
3072,파라독스캠핑,영업중,충청남도 태안군 남면 신온리 301-16번지,,0.0,36.620799,126.3044011
3073,백사장사계절숲속야영장,영업중,충청남도 태안군 안면읍 창기리 1292-10,0.0,1.4,36.5765842,126.3152516
3074,몽산포오토캠핑장,영업중,"충청남도 태안군 남면 신장리 353-53번지 353-56,353-136,353-138,353-152외22필지",,5.0,36.6708004,126.2872313
3075,바다풍경카라반,영업중,충청남도 태안군 원북면 방갈리 515-102,0.0,3.4,36.8984799,126.2074491
3076,오아시스글램핑,영업중,경상북도 경주시 구정동 17-1,2799.0,0.0,35.7911098,129.3054216
3077,월계수캠핑장,영업중,경상북도 경주시 산내면 대현리 1974-1,3773.0,5.0,35.6973945,129.0586954
3078,에덴 오토 캠핑장,영업중,경상북도 경주시 감포읍 오류리 215,1109.0,0.0,35.8264798,129.5083798
3079,스카이레저,영업중,경상북도 경주시 하동 332-3,3249.0,0.0,35.8118107,129.3073614
3080,용천수캠핑장,영업중,경상북도 경주시 마동 980,6181.0,2.3,35.7863048,129.308022
3081,곤달비캠프,영업중,경상북도 경주시 산내면 일부리 산 367,1891.0,3.3,35.7326169,129.0010741
3082,사나래카라반캠핑,영업중,경상북도 경주시 산내면 대현리 140-10,1237.0,None,35.7051667,129.0766609
3083,사나래카라반캠핑,영업중,경상북도 경주시 산내면 대현리 140-10,1237.0,None,35.7051667,129.0766609
3084,토함산 락 글램핑,영업중,경상북도 경주시 하동 124-11,1000.0,5.0,35.8009532,129.3143779
3085,웅진계곡숲야영장,영업중,강원도 양구군 양구읍 웅진리 426,571.0,5.0,38.0579923,127.9431069
3086,국토정중앙천문대야영장,영업중,강원도 양구군 남면 도촌리 96-5 국토정중앙 천문대,,0.0,38.0688458,128.0298692
3087,월악산억수솔밭캠핑장,영업중,충청북도 제천시 덕산면 월악리 341번지,7399.0,None,36.873149,128.1503753
3088,행복한나드리캠핑장,영업중,충청북도 제천시 봉양읍 옥전리 286-1번지,3948.0,5.0,37.1733769,128.0925165
3089,박달재자연휴양림야영장,영업중,충청북도 제천시 백운면 평동리 산 71번지,3330.0,0.0,37.149731,128.0488748
3090,월악산국립공원 용하야영장,영업중,충청북도 제천시 덕산면 월악리 868-2번지,,4.0,36.8581155,128.1626797
3091,월악산국립공원 덕주야영장,영업중,충청북도 제천시 한수면 송계리 46-1번지,,4.1,36.8374598,128.0950623
3092,글램핑W,영업중,경상남도 산청군 산청읍 내리 741,0.0,0.0,35.3927461,127.8858391
3093,백운계곡캠핑장,영업중,경상남도 산청군 단성면 백운리 389-1,0.0,0.0,35.2952339,127.8883665
3094,백운계곡캠핑장,영업중,경상남도 산청군 단성면 백운리 389-1,0.0,0.0,35.2952339,127.8883665
3095,둘레길관광농원,영업중,경상남도 산청군 시천면 신천리 158-2 외 4필지,0.0,None,35.2431666,127.7935191
3096,계림정야영장,영업중,경상남도 산청군 삼장면 홍계리 1054-8 외 1,3103.0,0.0,35.3519618,127.8416771
3097,지리산노을,영업중,경상남도 산청군 단성면 청계리 353-7,0.0,0.0,35.3186393,127.9077415
3098,산청지막계곡캠핑장,영업중,경상남도 산청군 금서면 지막리 1073-1 외 6필지,0.0,2.6,35.3850747,127.8190127
3099,든해솔계곡캠핑장,영업중,경상남도 산청군 신등면 모례리 830-7,0.0,5.0,35.4026731,127.9639396
3100,경호강야영장,영업중,경상남도 산청군 단성면 방목리 627-2,0.0,4.8,35.3570204,127.9163927
3101,지리산 숲속의 쉼터,영업중,경상남도 산청군 시천면 내대리 978,0.0,1.0,35.2828037,127.7210667
3102,BABO글램핑,영업중,경상남도 산청군 생비량면 제보리 산 135,0.0,0.0,35.3850348,128.0669947
3103,지리산리조트 글램핑,영업중,경상남도 산청군 시천면 중산리 549,0.0,4.2,35.2973383,127.7557616
3104,경호강 카라반,영업중,경상남도 산청군 단성면 방목리 산 26-102,0.0,4.8,35.3574283,127.9157178
3105,문경레저투어,영업중,경상북도 문경시 마성면 신현리 130-2번지,1550.0,5.0,36.6608483,128.1228287
3106,가은 해솔 캠핑장,영업중,경상북도 문경시 가은읍 원북리 산 25,192.0,1.0,36.68340999999999,128.017011
3107,녹색오토캠핑장,영업중,경상북도 문경시 가은읍 완장리 223,165.0,0.0,36.6701573,127.9868124
3108,예마을 캠핑장,영업중,경상북도 고령군 덕곡면 예리 229-2,84.0,0.0,35.7788492,128.2303518
3109,청산관광농원(트리독스),영업중,경상북도 고령군 쌍림면 합가리 585-2 외 3필지,3668.0,None,35.6504933,128.2301164
3110,고령 대가야 카라반,영업중,경상북도 고령군 대가야읍 고아리 588,0.0,4.0,35.71383850000001,128.2661767
3111,고령 대가야 카라반,영업중,경상북도 고령군 대가야읍 고아리 588,0.0,4.0,35.71383850000001,128.2661767
3112,대가야농촌문화체험특구 캠핑장,영업중,경상북도 고령군 대가야읍 고아리 588,0.0,None,35.71383850000001,128.2661767
3113,대가야농촌문화체험특구 캠핑장,영업중,경상북도 고령군 대가야읍 고아리 588,0.0,None,35.71383850000001,128.2661767
3114,소망캠핑장,영업중,경상북도 고령군 운수면 월산리 2-1,0.0,0.0,35.770812,128.2803827
3115,상비 캠핑장,영업중,경상북도 고령군 덕곡면 노리 623-1,52.0,5.0,35.7980725,128.1731358
3116,웨스턴캠프,영업중,충청남도 아산시 음봉면 동천리 75-4,1985.0,1.0,36.8325712,127.0116033
3117,아산곡교천야영장,영업중,충청남도 아산시 권곡동 60-13,8722.0,5.0,36.7970376,127.023885
3118,월선캠핑장,영업중,충청남도 아산시 영인면 월선리 157번지,2193.0,3.0,36.8776011,126.9295925
3119,라포레캠핑장,영업중,충청남도 아산시 음봉면 삼거리 231-4,6004.0,5.0,36.8549831,127.0144637
3120,트윈스캠핑장,영업중,충청남도 아산시 도고면 기곡리 254-6,3604.0,2.7,36.7586613,126.879407
3121,강당골캠핑파크,영업중,충청남도 아산시 송악면 강당리 182번지,122.0,0.0,36.7162118,127.0159079
3122,밤소리관광농원,영업중,충청남도 아산시 음봉면 신정리 398,77.0,3.0,36.8731738,127.0162333
3123,늘솔길캠핑촌,영업중,경상북도 포항시 북구 기계면 봉계리 1139-1,1802.0,3.5,36.0649305,129.1583329
3124,포항오토캠핑장루트7,영업중,경상북도 포항시 북구 송라면 화진리 545-1,8085.0,2.0,36.24639,129.3711645
3125,비학산자연휴양림야영장,영업중,경상북도 포항시 북구 기북면 탑정리 39 산림휴양관,3955.0,0.0,36.1470848,129.2111653
3126,땅끝황토폔션야영장,영업중,경상북도 포항시 남구 구룡포읍 석병리 산 113-24,3407.0,None,36.0190334,129.5817161
3127,늘푸른캠핑장,영업중,경상북도 포항시 북구 송라면 중산리 179-1,1435.0,0.0,36.2350647,129.3358769
3128,늘푸른캠핑장,영업중,경상북도 포항시 북구 송라면 중산리 179-1,1435.0,0.0,36.2350647,129.3358769
3129,썬빌리지펜션캠핑장,영업중,경상북도 포항시 남구 호미곶면 강사리 778-9,3570.0,1.8,36.0623283,129.5742978
3130,칠포오토캠핑장,영업중,경상북도 포항시 북구 흥해읍 금장리 16,8570.0,4.5,36.1358159,129.3848664
3131,농업회사법인 봉좌마을 캠핑장,영업중,경상북도 포항시 북구 기계면 봉계리 262-1,4200.0,None,36.0775917,129.1704311
3132,농업회사법인 주식회사 봉산권역,영업중,경상북도 포항시 남구 장기면 창지리,0.0,0.0,35.9263641,129.4768242
3133,엘포리글램핑,영업중,경상북도 포항시 북구 기계면 학야리 749-5,0.0,4.0,36.0470643,129.1987555
3134,에덴오토캠핑장,영업중,경상북도 포항시 북구 죽장면 가사리 404,0.0,0.0,36.1926752,129.1513368
3135,하옥히든밸리,영업중,경상북도 포항시 북구 죽장면 하옥리 926,0.0,0.0,36.27783,129.2393137
3136,별삼킨별,영업중,경상북도 포항시 북구 죽장면 하옥리 928,,0.0,36.2787388,129.2387471
3137,주작산자연휴양림,영업중,전라남도 강진군 신전면 수양리 산 65-5,151.0,4.5,34.51492870000001,126.6874862
3138,영천 솔롱고 글램핑,영업중,경상북도 영천시 금호읍 약남리 936-4,5267.0,3.3,35.901331,128.9255025
3139,청파관광농원(성주물가애캠핑장),영업중,경상북도 성주군 수륜면 신정리 657-28,288.0,None,35.8571525,128.1915263
3140,성주자연오토캠핑장,영업중,경상북도 성주군 가천면 화죽리 372-2번지,480.0,0.0,35.8683683,128.1630888
3141,가야산국립공원 백운동야영장,영업중,경상북도 성주군 수륜면 백운리 1833-2,164.0,3.0,35.8045492,128.1425672
3142,주식회사 디노 담양힐링파크 지점,영업중,전라남도 담양군 봉산면 기곡리 836-2번지,3636.0,None,35.2715103,126.961211
3143,대숲글램핑장,영업중,전라남도 담양군 가사문학면 학선리 106-1번지 외 4필지,,3.0,35.1910213,126.9944834
3144,라온야영장,영업중,전라남도 담양군 용면 도림리 176-7번지,4926.0,1.0,35.3761971,126.9961434
3145,가마골계곡 핫캠핑장,영업중,전라남도 담양군 용면 용연리 800-3,1310.0,None,35.4363822,127.0307548
3146,월출산국립공원 천황야영장,영업중,"전라남도 영암군 영암읍 개신리 466-1 개신리 산95-1, 개신리484-119, 개신리484-126",7023.0,0.0,34.7731186,126.7195715
3147,학가산우래자연휴양림 야영장,영업중,경상북도 예천군 보문면 우래리 산 80번지 학가산자연휴양림,,0.0,36.6752004,128.5920338
3148,이지캠핑,영업중,경상북도 예천군 감천면 포리 1153-2,697.0,0.0,36.7054601,128.5104166
3149,행복나드리야영장,영업중,강원도 양양군 현남면 북분리 3-2번지,856.0,5.0,37.9840792,128.7511097
3150,그랑블루 글램핑 야영장,영업중,강원도 양양군 강현면 용호리 118 외 4필지,182.0,3.0,38.1315189,128.6191771
3151,해담마을 야영장,영업중,강원도 양양군 서면 서림리 112-2,18.0,4.0,37.9877377,128.5319656
3152,박달재옛길캠핑장,영업중,충청북도 제천시 봉양읍 원박리 929-1번지,8000.0,3.0,37.1412472,128.0648994
3153,산내들캠핑,영업중,충청북도 제천시 봉양읍 연박리 319-4번지,,1.0,37.1139032,128.1118182
3154,평산오토캠핑장,영업중,충청북도 제천시 백운면 덕동리 85번지,10023.0,5.0,37.2010111,127.9796416
3155,제천옛날학교캠핑장,영업중,충청북도 제천시 덕산면 수산리 833-2,483.0,4.5,36.9137841,128.0941267
3156,태라글램핑,영업중,충청북도 제천시 봉양읍 옥전리 117-1,29931.0,0.0,37.1742282,128.1096537
3157,용두산오토캠핑장,영업중,충청북도 제천시 모산동 산 2-1번지,7384.0,1.5,37.1898638,128.1867141
3158,가마실캠핑장,영업중,충청북도 제천시 자작동 242번지,5324.0,0.0,37.1216318,128.2967169
3159,제천 하늘뜨레 서울캠핑장,영업중,충청북도 제천시 송학면 송한리 543,6545.0,4.0,37.22116279999999,128.2365582
3160,월악산광천민박오토캠핑장,영업중,충청북도 제천시 덕산면 월악리 441번지,894.0,1.8,36.8824938,128.1506752
3161,디투어스캠프클럽,영업중,충청북도 제천시 청풍면 연곡리 228-14,967.0,2.2,37.0102498,128.1546936
3162,엉클캠프(UNCLE CAMP),영업중,충청북도 제천시 봉양읍 옥전리 225-7,5669.0,5.0,37.1729693,128.1087735
3163,제천워터파크캠핑랜드,영업중,충청북도 제천시 봉양읍 명도리 322-2,16765.0,2.9,37.1594094,128.1401801
3164,패밀리오토캠핑장 (한국전통문화체험학교),영업중,충청북도 제천시 덕산면 월악리 564,2511.0,None,36.8915884,128.1389294
3165,덕동계곡오토캠핑장,영업중,충청북도 제천시 백운면 덕동리 78-2,5500.0,0.0,37.1976108,127.983414
3166,비토 국민여가캠핑장,영업중,경상남도 사천시 서포면 비토리 산 40,82340.0,4.0,34.965511,127.9827538
3167,충청남도산림자원연구소(금강자연휴양림),영업중,세종특별자치시 금남면 도남리 12-2,0.0,4.0,36.43436550000001,127.2321666
3168,풍성채,영업중,세종특별자치시 전동면 송성리 516-1,7627.0,4.5,36.6388678,127.2127489
3169,농업회사법인 다온숲 주식회사,영업중,세종특별자치시 전동면 보덕리 292,2480.0,None,36.6424948,127.2541686
3170,귤암리캠핑장,영업중,강원도 정선군 정선읍 귤암리 171,400.0,5.0,37.33678580000001,128.611645
3171,정선골민박캠핑장,영업중,강원도 정선군 남면 광덕리 485,,0.0,37.320573,128.6742234
3172,개미들솔향기야영장,영업중,강원도 정선군 남면 낙동리 613,82.0,0.0,37.3198048,128.6807492
3173,설래림야영장,영업중,강원도 정선군 임계면 도전리 산 64번지,80.0,0.0,37.4821934,128.9064967
3174,정선애펜션캠핑장,영업중,강원도 정선군 남면 낙동리 606-6,68.0,4.4,37.31863320000001,128.6831249
3175,화암동굴야영장,영업중,강원도 정선군 화암면 화암리 534번지,265.0,0.0,37.3513213,128.7892511
3176,화암약수야영장,영업중,강원도 정선군 화암면 화암리 1177-1번지,180.0,0.0,37.3293481,128.7856281
3177,항골계곡야영장,영업중,강원도 정선군 북평면 북평리 산 1번지,,0.0,37.4762797,128.6624933
3178,글램핑 앤 카라반,영업중,경상북도 포항시 남구 호미곶면 구만리 602-3,0.0,3.5,36.0800631,129.5459052
3179,글램핑 앤 카라반,영업중,경상북도 포항시 남구 호미곶면 구만리 602-3,0.0,3.5,36.0800631,129.5459052
3180,그린오토캠핑장,영업중,경상북도 포항시 남구 호미곶면 강사리,0.0,0.0,36.0404519,129.5617224
3181,가야경 오토캠핑장,영업중,경상북도 성주군 가천면 용사리 34-1번지,236.0,0.0,35.8522014,128.1190252
3182,미루밸리관광농원,영업중,경상북도 성주군 가천면 법전리 777번지,197.0,0.0,35.8609437,128.1334336
3183,금수문화공원야영장,영업중,경상북도 성주군 금수면 무학리 171-11번지,68116.0,3.0,35.9174781,128.1220315
3184,아라야영장,영업중,경상북도 성주군 금수면 봉두리 310번지,2790.0,0.0,35.9085096,128.1365214
3185,포천리컴펜글,영업중,경상북도 성주군 가천면 화죽리 5951번지,391.0,4.0,35.8711762,128.1627028
3186,포천파크야영장,영업중,경상북도 성주군 가천면 화죽리 154-1번지,656.0,5.0,35.8693835,128.1712477
3187,가야산백운오토캠핑장,영업중,경상북도 성주군 수륜면 백운리 917번지,,5.0,35.7949896,128.1521022
3188,팔봉글램핑,영업중,충청북도 충주시 대소원면 문주리 42-1 외 1필지,83.0,4.8,36.9000584,127.9235764
3189,행복숲체험원 오토캠핑장,영업중,충청북도 충주시 노은면 문성리 산 68,2766.0,0.0,37.0290233,127.7551901
3190,충주카누캠핑장,영업중,충청북도 충주시 동량면 화암리 340,1383.0,2.4,36.975737,128.0207094
3191,열린캠핑장,영업중,충청북도 충주시 앙성면 지당리 240,0.0,0.0,37.1078103,127.7246235
3192,클럽멤피스 글램핑&리조트,영업중,충청북도 충주시 살미면 신당리 128,1804.0,4.0,36.9134684,128.0665128
3193,소나무숲아래,영업중,충청북도 충주시 수안보면 미륵리 206-2,0.0,5.0,36.82391,128.0899306
3194,벨라 캠핑장,영업중,경기도 동두천시 탑동동 322-6,2327.0,5.0,37.8983326,127.1177748
3195,에코유 캠핑장,영업중,경기도 동두천시 탑동동 495-8,410.0,4.7,37.86534839999999,127.1074372
3196,소풍정원 캠핑장,영업중,경기도 평택시 고덕면 궁리 476-12,25380.0,4.2,37.0113375,127.017369
3197,울성캠핑낚시터,영업중,경기도 평택시 지제동 815-1번지,2050.0,0.0,37.0162932,127.0591196
3198,덕암호 캠핑장,영업중,경기도 평택시 도일동 381-3,9266.0,5.0,37.0634692,127.1057998
3199,백운산체험농장,영업중,경기도 평택시 월곡동 108-1,428.0,0.0,37.02470479999999,127.1484479
3200,하늘물빛정원글램핑,영업중,충청남도 금산군 추부면 요광리 698번지,,1.0,36.2249613,127.4838402
3201,한마음캠핑플레이스,영업중,충청남도 금산군 진산면 묵산리 445 대둔산자연휴양림,,5.0,36.1227778,127.3444444
3202,한마음심천캠핑랜드,영업중,충청남도 금산군 남일면 신동리 692,0.0,1.0,35.9934673,127.4846948
3203,산꽃벚꽃마을 오토캠핑장,영업중,충청남도 금산군 군북면 산안리 302번지,,3.3,36.1953438,127.5663217
3204,서대산드림캠핑파크,영업중,충청남도 금산군 추부면 성당리 2-2,42.0,4.8,36.2350072,127.5340153
3205,화양숲노리캠핑장,영업중,충청북도 괴산군 청천면 화양리 173,4690.0,0.0,36.680712,127.8140248
3206,도레미 캠핑장,영업중,충청북도 괴산군 불정면 세평리 214번지,15376.0,3.7,36.8575935,127.820299
3207,청천수목원야영장,영업중,충청북도 괴산군 청천면 도원리 560-17번지,4492.0,3.0,36.6707445,127.7815942
3208,졸드루야영장,영업중,강원도 정선군 북평면 나전리 429번지,,5.0,37.4439066,128.6442737
3209,도사곡휴양림야영장,영업중,강원도 정선군 사북읍 사북리 447-1번지,93.0,0.0,37.2256778,128.7966009
