"CMPSI_ID","CMPSI_NM","CMPSI_ADJA_STAT_TYPE","CMPSI_ADJA_STAT_ID","CMPSI_ADJA_STAT_NM","HHIS_TYPE_LOCA_LNGTD","HHIS_TYPE_LOCA_LTTD","CMPSI_ADJA_STAT_ROUTE_LIST",DATA_CONNO,"OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
"CAP300781","속리산알프스야영장","1","304568","장갑1리","127.771107","36.574366","310,311,320,321",4144,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300781","속리산알프스야영장","1","304569","신정","127.785771","36.580783","310,311,320,321",4145,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300781","속리산알프스야영장","1","304572","신정리","127.785916","36.580801","310,311,320,321",4146,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251053","성호아파트","128.598348","38.183881","77(순환)",4147,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251054","성호아파트","128.598597","38.183618","505(순환),66(순환)",4148,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251107","동명아파트","128.599259","38.186390","77(순환)",4149,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251108","진덕아파트","128.598451","38.186619","505(순환),66(순환)",4150,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251109","주공4차아파트","128.593054","38.186926","505(순환),66(순환)",4151,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251219","고속버스터미널","128.597576","38.189912","1(속초),1-1(속초),7(설악),7-1(설악),9(양양),9-1(양양),93(양양),상복(속초발),속초(9),속초(둔전)(92)",4152,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251220","성호아파트","128.600986","38.185336","1(속초),1-1(속초),7(설악),7-1(설악),77(순환),9(양양),9-1(양양),93(양양),상복(속초발),속초(9),속초(둔전)(92)",4153,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251287","새마을","128.601505","38.186045","1(간성),1(대진),1-1(간성),1-1(대진),505(순환),66(순환),7(설악),7(속초),7-1(설악),7-1(속초),9(속초),9(양양),9-1(양양),94(속초),속초(9),속초(91),속초(둔전)(92)",4154,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300782","속초해변 국민여가캠핑장","1","251288","고속버스터미널","128.596710","38.190169","1(간성),1(대진),1-1(간성),1-1(대진),66(순환),7(설악),7(속초),7-1(설악),7-1(속초),9(속초),9(양양),9-1(양양),94(속초),속초(9),속초(91),속초(둔전)(92)",4155,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300783","솔내음 야영장","1","354064","춘장대","126.527129","36.163462","동백-서천,서천-동백",4156,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300784","솔내음캠핑장","1","116276","옹정리입구","126.579366","37.696816","11A,11B,3,88,90,96,97",4157,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300784","솔내음캠핑장","1","116277","통진두레문화센터.청룡사","126.587343","37.695938","11A,11B,3,88,90,96,97",4158,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300784","솔내음캠핑장","1","116289","통진두레문화센터.청룡사","126.587956","37.695865","11A,11B,3,88,90,96,97",4159,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300784","솔내음캠핑장","1","116290","옹정리입구","126.579000","37.696973","11A,11B,3,88,90,96,97",4160,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300784","솔내음캠핑장","1","207704","옹정1리마을회관","126.573098","37.689010","77-1",4161,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300784","솔내음캠핑장","1","207705","옹정1리마을회관","126.572905","37.689034","77-1",4162,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300785","솔다람숲힐링파크","1","161847","새밀종점","127.441041","37.827418","60-29",4163,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300785","솔다람숲힐링파크","1","161848","새밀","127.447150","37.824726","60-29",4164,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300785","솔다람숲힐링파크","1","161851","샛두밀","127.445721","37.813672","60-29",4165,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300785","솔다람숲힐링파크","1","161858","샛두밀","127.445790","37.813601","60-29",4166,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300785","솔다람숲힐링파크","1","161865","새밀","127.447206","37.824780","60-29",4167,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","417489","대율2리","128.655111","36.057845","부계-둔덕,부계-석굴암,부계-효령,효령-둔덕",4168,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","417490","대율2리","128.655199","36.057817","둔덕-효령,석굴암-매곡2,석굴암-부계",4169,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","430657","대율리","128.655080","36.055484","둔덕-효령,석굴암-매곡2,석굴암-부계",4170,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","430658","대율리","128.654969","36.055457","부계-둔덕,부계-석굴암,부계-효령,효령-둔덕",4171,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","430659","대율1리","128.655265","36.060449","둔덕-효령,석굴암-매곡2,석굴암-부계",4172,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","430660","대율1리","128.655177","36.060458","부계-둔덕,부계-석굴암,부계-효령,효령-둔덕",4173,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","430661","춘산리","128.659122","36.068954","둔덕-효령,석굴암-매곡2,석굴암-부계",4174,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300786","솔담길 오토캠핑장","1","430662","춘산리","128.658471","36.068182","부계-둔덕,부계-석굴암,부계-효령,효령-둔덕",4175,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","87494","신복2리","127.463037","37.539842","6,6-10,6-6",4176,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","87495","신복2리","127.463219","37.539797","6,6-10,6-6",4177,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","156139","복동삼거리","127.462786","37.546571","6",4178,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","156141","한화콘도삼거리","127.463196","37.546213","6,6-10,6-6",4179,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","156143","신복2리복동마을","127.462771","37.542336","6,6-10,6-6",4180,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","156146","신복2리복동마을","127.462625","37.542192","6,6-10,6-6",4181,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","156147","신복1리동촌","127.467694","37.534303","6,6-10,6-6",4182,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300787","솔뜰 캠핑장","1","156153","신복1리동촌","127.467570","37.534230","6,6-10,6-6",4183,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","89294","장경리해수욕장","126.451785","37.272784","십리포행",4184,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195213","오페라하우스","126.454270","37.269239","십리포행",4185,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195214","오페라하우스","126.454337","37.269294","장경리행",4186,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195215","장경리해수욕장","126.451772","37.272855","장경리행",4187,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195306","농어바위해변","126.457253","37.280532","십리포행",4188,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195307","농어바위해변","126.457266","37.280451","장경리행",4189,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195308","수해슈퍼","126.455981","37.278245","십리포행",4190,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195309","수해슈퍼","126.456072","37.278174","장경리행",4191,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195310","장경리후문","126.453377","37.276012","십리포행",4192,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300788","솔바다 캠핑장","1","195311","장경리후문","126.453479","37.275950","장경리행",4193,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","257194","황이리","128.510997","37.957596","갈천",4194,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","257195","황이리","128.511042","37.957496","갈천",4195,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","257198","황이리","128.508513","37.955525","갈천",4196,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","257200","황이리","128.508068","37.955365","갈천",4197,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","258034","황이리","128.504363","37.952714","갈천",4198,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","258035","황이리","128.515494","37.962712","갈천",4199,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","258171","황이리","128.504627","37.953001","갈천",4200,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300789","솔바람 야영장","1","258172","황이리","128.515368","37.962730","갈천",4201,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300790","솔바람 캠핑장","1","429920","삼계리","129.002370","35.667432","3",4202,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300792","솔방울캠핑장","1","258491","용대초등학교","128.328105","38.194662","5(원통),원통-진부령(6),원통-창바위",4203,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300792","솔방울캠핑장","1","258492","용대초등학교","128.327328","38.194466","5(진부령),원통-진부령(6),원통-창바위",4204,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300792","솔방울캠핑장","1","258493","백담마을","128.342287","38.197568","5(원통),원통-진부령(6),원통-창바위",4205,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300792","솔방울캠핑장","1","258494","백담사입구","128.342491","38.197369","5(진부령),원통-진부령(6),원통-창바위",4206,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300794","솔밭관광농원","1","303158","구무정","127.855637","36.832893","괴산-광석,괴산-매전,목도-괴산",4207,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300794","솔밭관광농원","1","303159","구무정","127.847255","36.831134","괴산-광석,괴산-매전,괴산-목도",4208,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300794","솔밭관광농원","1","303343","구무정","127.847154","36.831188","괴산-광석,괴산-매전,목도-괴산",4209,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300794","솔밭관광농원","1","303344","구무정","127.855637","36.832793","괴산-광석,괴산-매전,괴산-목도",4210,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300794","솔밭관광농원","1","309426","상유창","127.849457","36.845934","괴산-목도,목도-유창",4211,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300794","솔밭관광농원","1","309427","상유창","127.849423","36.845880","목도-유창",4212,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300795","솔밭야영장","1","251344","굴아우","128.493075","38.076433","오색",4213,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300795","솔밭야영장","1","251345","관대문","128.500287","38.076033","오색",4214,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300795","솔밭야영장","1","251346","백암","128.507622","38.075209","오색",4215,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300795","솔밭야영장","1","251540","굴아우","128.492961","38.076470","오색",4216,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300795","솔밭야영장","1","251541","관대문","128.500437","38.076213","오색",4217,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300795","솔밭야영장","1","251542","백암","128.507622","38.075308","오색",4218,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","259749","도곡리입구","127.959619","37.557395","53,횡성",4219,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","259750","도곡리입구","127.959165","37.558035","53,횡성",4220,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","259751","와이에스그린","127.956129","37.563729","52,53,횡성",4221,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","259752","와이에스그린","127.956061","37.563539","51,52,53,횡성",4222,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","259753","창봉주유소","127.953693","37.566918","52,53,횡성",4223,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","259754","창봉주유소","127.954135","37.566323","51,52,53,횡성",4224,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","262177","도곡리","127.958679","37.557602","51,52",4225,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","262508","도곡리","127.955205","37.556844","51,52",4226,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","262509","도곡리","127.955239","37.556817","51,52",4227,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300796","솔밭체육공원오토캠핑장","1","262510","도곡리입구","127.958792","37.557512","51,52",4228,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","89292","힐하우스","126.458367","37.264607","장경리행",4229,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","89293","힐하우스","126.458266","37.264606","십리포행",4230,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","89294","장경리해수욕장","126.451785","37.272784","십리포행",4231,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195213","오페라하우스","126.454270","37.269239","십리포행",4232,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195214","오페라하우스","126.454337","37.269294","장경리행",4233,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195215","장경리해수욕장","126.451772","37.272855","장경리행",4234,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195306","농어바위해변","126.457253","37.280532","십리포행",4235,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195307","농어바위해변","126.457266","37.280451","장경리행",4236,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195308","수해슈퍼","126.455981","37.278245","십리포행",4237,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195309","수해슈퍼","126.456072","37.278174","장경리행",4238,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195310","장경리후문","126.453377","37.276012","십리포행",4239,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300797","솔밭캠핑장","1","195311","장경리후문","126.453479","37.275950","장경리행",4240,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","87569","신상리","127.349625","37.846196","40-8",4241,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150768","만나교회(현리방면)","127.350271","37.860634","1330-44,40-5,40-8",4242,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150769","아래석거리(현리방면)","127.355817","37.857961","1330-44,40-5,40-8",4243,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150770","양추","127.355990","37.852421","1330-44,40-5,40-8",4244,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150771","신상2리회관(현리방면)","127.355404","37.847930","1330-44,40-5,40-8",4245,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150780","아래석거리","127.355885","37.857988","1330-44,40-5,40-8",4246,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150781","신상2리회관","127.355495","37.848012","1330-44,40-5,40-8",4247,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150785","양추","127.356081","37.852412","1330-44,40-5,40-8",4248,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","150789","만나교회","127.350419","37.860571","1330-44,40-5,40-8",4249,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300798","솔밭펜션캠핑장","1","165081","산월랑","127.342823","37.846996","40-8",4250,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300799","솔봉계곡쉼터야영장","1","251830","궁궁소","128.671732","37.843727","921,921-1",4251,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300800","사천비토솔섬오토캠핑장","1","603983","선창","127.973843","34.992701","75,90",4252,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300800","사천비토솔섬오토캠핑장","1","603984","선창","127.973755","34.992656","75,90",4253,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300800","사천비토솔섬오토캠핑장","1","603986","상촌","127.967889","34.978511","75,90",4254,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300800","사천비토솔섬오토캠핑장","1","619283","검섬","127.975936","34.987789","75,90",4255,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300800","사천비토솔섬오토캠핑장","1","619284","검섬","127.976024","34.987843","75,90",4256,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300802","솔티야영장","1","302942","수촌리","128.410770","36.961646","단양버스-다리안,제천역-다리안",4257,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300802","솔티야영장","1","302944","천동리.천동동굴앞","128.419665","36.972149","다리안-단양버스,다리안-당동,다리안-대교,다리안-제천역",4258,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300802","솔티야영장","1","303679","다리안관광지","128.420617","36.965432","다리안-단양버스,다리안-당동,다리안-대교,다리안-제천역,단양버스-다리안,당동-다리안,모여티-다리안,제천역-다리안,죽령-다리안",4259,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300802","솔티야영장","1","303680","천동리.천동동굴앞","128.419609","36.972032","단양버스-다리안,당동-다리안,모여티-다리안,제천역-다리안,죽령-다리안",4260,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300803","송가네 오가리캠핑장","1","154347","주원4리.옥병","127.168032","38.020912","56,56-1",4261,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300803","송가네 오가리캠핑장","1","154348","주원4리.옥병","127.168192","38.020868","56,56-1",4262,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300804","송도스포츠캠핑장","1","87402","한진","126.628031","37.347553","91",4263,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300804","송도스포츠캠핑장","1","87403","한진","126.627294","37.347139","91",4264,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300804","송도스포츠캠핑장","1","195490","송도스포츠센터(LNG야구장)","126.617844","37.351633","91",4265,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","357226","모항초교앞","126.139604","36.772022","200,201,202,203,204,206,212,213",4266,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","357227","모항초교앞","126.139662","36.771951","212,213,태안터미널행",4267,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","357228","모항1리.모항항구","126.135732","36.775584","211",4268,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","357235","만리포해수욕장","126.143306","36.783397","202,태안터미널행",4269,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","357237","모항3리","126.145535","36.779693","202,210,211,212,213",4270,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","357238","모항3리","126.145324","36.779617","202,태안터미널행",4271,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","370838","모항1리.가락골","126.143503","36.773831","212,213,태안터미널행",4272,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","370839","모항1리.가락골","126.143434","36.773902","200,201,202,203,204,206,212,213",4273,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","370854","모항1리.밭고개","126.135733","36.777413","211",4274,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","370855","모항1리.밭고개","126.135801","36.777378","211",4275,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300805","송도오토캠핑장","1","5005355","모항3리.만리포","126.143652","36.782529","202,210,211,212,213",4276,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","357217","파도1리.파도해수욕장","126.140087","36.740420","212,213,태안터미널행",4277,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","357218","파도1리.파도해수욕장","126.139975","36.740419","200,201,202,203,204,206,212,213",4278,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","357220","어은돌","126.140665","36.753603","212,213,태안터미널행",4279,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","357221","어은돌","126.140553","36.753592","200,201,202,203,204,206,212,213",4280,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","370841","모항4리.용삼골","126.134321","36.751981","206,태안터미널행",4281,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","370842","모항4리.용삼골","126.134319","36.752062","206,태안터미널행",4282,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","5005410","모항4리.어은돌","126.129110","36.753071","206,태안터미널행",4283,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300806","어은돌송림캠핑장","1","5005411","모항4리.어은돌","126.129112","36.752999","206,태안터미널행",4284,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300807","송백농원캠핑장","1","600511","외석마을","129.045384","35.439533","10",4285,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300807","송백농원캠핑장","1","600514","양산대대","129.043413","35.441271","10",4286,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300807","송백농원캠핑장","1","605427","벧엘병원","129.038424","35.443027","10",4287,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300807","송백농원캠핑장","1","605431","벧엘병원","129.038666","35.442953","10",4288,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300807","송백농원캠핑장","1","619500","외석마을","129.045495","35.439577","10",4289,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300807","송백농원캠핑장","1","619501","양산대대","129.043458","35.441352","10",4290,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605621","송정해수욕장.송남마을","128.020099","34.723814","남해-미조",4291,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605622","송정해수욕장.송남마을","128.020372","34.724067","미조-남해",4292,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605623","송남","128.027031","34.720613","남해-미조",4293,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605624","송남","128.027151","34.720622","미조-남해",4294,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605635","초전","128.031445","34.728464","미조-남해,설리-남해",4295,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605636","초전","128.031401","34.728382","남해-미조,남해-설리,미조-남해",4296,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605637","송정","128.023713","34.725950","남해-미조,미조-남해",4297,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300809","송정솔바람야영장","1","605638","송정","128.023637","34.726067","미조-남해",4298,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300810","송지호 오토 캠핑장","1","261545","송지호오토캠핑장","128.512289","38.342507","1(간성),1(대진),1-1(간성),1-1(대진)",4299,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300811","송천떡마을야영장","1","251353","송천리","128.563203","38.046177","갈천",4300,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300811","송천떡마을야영장","1","251354","송천떡마을","128.555009","38.051902","갈천",4301,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300811","송천떡마을야영장","1","251547","송천리","128.562963","38.046152","갈천",4302,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300811","송천떡마을야영장","1","257041","논화리","128.564798","38.053612","갈천",4303,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300811","송천떡마을야영장","1","257058","논화리","128.564647","38.053243","갈천",4304,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300811","송천떡마을야영장","1","257175","송천리","128.563021","38.046286","갈천",4305,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","290175","송호리","127.675351","36.129319","121,122,126,129",4306,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","290176","송호리","127.675363","36.129229","121,122,126,129",4307,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","301855","봉곡리","127.683564","36.131549","122,129",4308,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","301856","봉곡리.턱골","127.682183","36.137836","122,129",4309,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","306630","봉곡리.턱골","127.682072","36.137836","122,129",4310,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","306631","봉곡리","127.683497","36.131504","122,129",4311,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","306632","봉곡리","127.684634","36.130641","121,126",4312,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300812","송호리 국민관광지 야영장","1","5006505","봉곡리","127.684567","36.130587","121,126",4313,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300813","수락베이스캠프","1","351648","수락리","127.305792","36.145327","21,304,304-1",4314,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300813","수락베이스캠프","1","371071","수락1리","127.305312","36.149335","21,304,304-1",4315,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300813","수락베이스캠프","1","371072","수락1리","127.305390","36.149281","21,304,304-1",4316,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300814","수레의산 국민여가 캠핑장","1","307119","차곡리","127.647108","37.044108","145,395",4317,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300814","수레의산 국민여가 캠핑장","1","307140","차곡리","127.647164","37.044162","384",4318,"I","20201125000000",NULL,NULL,"N",NULL
"CAP300815","수목원프로방스 캠핑장","1","154116","금동1리","127.127628","37.943450","87-1",4319,"I","20201125000000",NULL,NULL,"N",NULL
