,조회수,제목,주소,전기,온수,마트.편의점,트렘폴린,운동장,놀이터,산책로,장작판매,물놀이장,와이파이,운동시설
33,36970,알멕스랜드캠핑장,경기도 연천군 왕징면 왕산로 218번길 25-100 ,1,1,1,1,1,1,1,1,1,1,1
129,22224,함평나비마을 서울캠핑장,전라남도 함평군 함평읍 함장로 730 ,1,1,1,1,1,1,1,1,1,1,1
189,19657,고성잔디캠핑장,경남 고성군 하일면 용태리 479 ,1,1,1,1,1,1,1,1,1,1,1
202,19099,청도 그린나래 오토캠핑장,경북 청도군 매전면 송원길 122-3 ,1,1,1,1,1,1,1,1,1,1,1
302,17172,드림랜드오토캠핑장,경북 영천시 고경면 고도길 38 ,1,1,1,1,1,1,1,1,1,1,1
321,16973,솔뜰 캠핑장,경기 양평군 옥천면 사기점길 49-15 ,1,1,1,1,1,1,1,1,1,1,1
429,15694,엘포리글램핑, ,1,1,1,1,1,1,1,1,1,1,1
505,15022,마로니에숲 캠핑장,충북 옥천군 이원면 장찬길 159-73 ,1,1,1,1,1,1,1,1,1,1,1
575,14524,백마강오토캠핑장,충남 부여군 규암면 왕흥로 424 ,1,1,1,1,1,1,1,1,1,1,1
610,14309,보리산캠핑장,경기 가평군 설악면 한서로 421-259 ,1,1,1,1,1,1,1,1,1,1,1
635,14055,산들래 야영장,경기도 화성시 비봉면 자청로207번길 21-73  ,1,1,1,1,1,1,1,1,1,1,1
660,13959,페리오캠핑장,경북 울진군 울진읍 울진북로 906 ,1,1,1,1,1,1,1,1,1,1,1
701,13627,아트엔체험캠프,경남 고성군 대가면 무량로 251 ,1,1,1,1,1,1,1,1,1,1,1
718,13460,올덴캠핑장,경기 가평군 청평면 고재길 262-64 ,1,1,1,1,1,1,1,1,1,1,1
813,12976,키즈드림 캠핑장,충북 보은군 내북면 남부로 5825-6 ,1,1,1,1,1,1,1,1,1,1,1
831,12850,새연카라반리조트,경기 가평군 조종면 운악청계로333번길 86 ,1,1,1,1,1,1,1,1,1,1,1
1077,11629,자일랜드,경기도 포천시 영북면 호국로4350번길 154-187  ,1,1,1,1,1,1,1,1,1,1,1
1084,11611,펜션600 캠핑장,경북 경주시 장골길 61 (동방동) ,1,1,1,1,1,1,1,1,1,1,1
1095,11424,오글오글오토캠핑장,경상북도 경주시 산내면 문복로 1637-32  ,1,1,1,1,1,1,1,1,1,1,1
1096,11423,별찌 야영장,경상북도 청도군 운문면 신원4길 2  ,1,1,1,1,1,1,1,1,1,1,1
1356,3957,폰타나리조트,충남 서산시 팔봉면 팔봉2로 29 ,1,1,1,1,1,1,1,1,1,1,1
1364,3927,파크킹,경북 김천시 어모면 은림로 62-11 ,1,1,1,1,1,1,1,1,1,1,1
1387,3551,솔부엉이 캠핑장,충북 음성군 음성읍 음성로826번길 6-9 ,1,1,1,1,1,1,1,1,1,1,1
1420,3209,알로프랑스,경북 김천시 어모면 은림로 62-11 ,1,1,1,1,1,1,1,1,1,1,1
401,15949,캠프리카캠핑장, ,1,1,0,1,1,1,1,1,1,1,1
1060,11750,이레캠핑장,경기 포천시 군내면 청군로2985번길 148 ,1,1,0,1,1,1,1,1,1,1,1
45,32608,당항포 오토캠핑장,경남 고성군 회화면 당항만로 1116 ,1,1,1,0,1,1,1,1,1,1,1
57,30271,연천재인폭포오토캠핑장,경기도 연천군 연천읍 고문리 117-1번지 ,1,1,1,0,1,1,1,1,1,1,1
69,26112,설뫼충효테마파크야영장,경남 의령군 부림면 입산로 22-2  ,1,1,1,0,1,1,1,1,1,1,1
113,23069,505펜션&캠핑(오공오),충남 공주시 사곡면 호계황골길 43 ,1,1,1,0,1,1,1,1,1,1,1
580,14506,서대산 드림 캠핑파크,충남 금산군 추부면 성당로 247 ,1,1,1,0,1,1,1,1,1,1,1
857,12721,문경레저투어 캠핑장,경상북도 문경시 진남3길 6-0  ,1,1,1,0,1,1,1,1,1,1,1
931,12461,제천캠핑랜드,충청북도 제천시 봉양읍 명도리 326  ,1,1,1,0,1,1,1,1,1,1,1
962,12237,대명캠프 팜랜드,충청남도 보령시 청소면 신송리 455-4 ,1,1,1,0,1,1,1,1,1,1,1
1151,11087,Camp 1950 by 민들레울,김천시 대덕면 남김천대로 160 ,1,1,1,0,1,1,1,1,1,1,1
1222,8383,멍글멍글 펫 글램핑,충북 청주시 청원구 오창읍 오산가좌로 650-28 ,1,1,1,0,1,1,1,1,1,1,1
76,25465,금오도 야영장,전라남도 여수시 대유길 36-2  ,1,1,0,0,1,1,1,1,1,1,1
86,24970,워렉스 캠핑랜드,전라남도 화순군 한천면 죽헌로 376-37 ,1,1,0,0,1,1,1,1,1,1,1
480,15224,용인단풍숲캠핑장,경기 용인시 처인구 원삼면 보개원삼로1462번길 14-23 258-14 ,1,1,0,0,1,1,1,1,1,1,1
694,13728,단양 천동계곡 캠핑장 그린농원,충북 단양군 단양읍 천동4길 10-8 ,1,1,0,0,1,1,1,1,1,1,1
1149,11089,카카오캠핑장,경상북도 안동시 예안면 장갈로 39  ,1,1,0,0,1,1,1,1,1,1,1
1298,4529,산내 명수관광농원,경북 경주시 산내면 장사길 46-17 ,1,1,0,0,1,1,1,1,1,1,1
224,18291,귀한농부학교 캠핑장,경기 파주시 법원읍 술이홀로1333번길 128 ,1,1,1,1,0,1,1,1,1,1,1
318,17015,(주)디노담양힐링파크 지점,전남 담양군 봉산면 탄금길 9-26 ,1,1,1,1,0,1,1,1,1,1,1
428,15724,양주송천캠핑장,경기 양주시 백석읍 기산로440번길 74-19 ,1,1,1,1,0,1,1,1,1,1,1
1062,11727,홍산관광농원,충청남도 부여군 홍산면 상천리 465  ,1,1,1,1,0,1,1,1,1,1,1
1241,7400,함양라온캠핑장,경남 함양군 서하면 육십령로 2991 ,1,1,1,1,0,1,1,1,1,1,1
352,16550,가족소풍캠핑장,전남 담양군 용면 용소길 6 ,1,1,0,1,0,1,1,1,1,1,1
578,14512,범산골캠핑장,경기 양주시 광적면 부흥로34번길 17 ,1,1,0,1,0,1,1,1,1,1,1
657,13981,광릉솔개캠핑장,경기 포천시 소흘읍 광릉수목원로779번길 120 ,1,1,0,1,0,1,1,1,1,1,1
749,13312,비발디 캠핑파크,강원도 홍천군 서면 한서로 1031-11 ,1,1,0,1,0,1,1,1,1,1,1
784,13134,얼음골 야영장,경상남도 고성군 상리면 삼상로 1411 ,1,1,0,1,0,1,1,1,1,1,1
830,12866,경호강 캠핑장,경상남도 산청군 단성면 방목리 627  ,1,1,0,1,0,1,1,1,1,1,1
844,12785,대성글램핑,경상북도 칠곡군 북삼읍 숭오리 879 ,1,1,0,1,0,1,1,1,1,1,1
153,20640,성주자연오토캠핑장,경북 성주군 가천면 동신로 803 ,1,1,1,0,0,1,1,1,1,1,1
220,18482,아잘리아 그린,충청남도 당진시 대호나루터길 105-75  ,1,1,1,0,0,1,1,1,1,1,1
231,18186,웅이네캠핑장,전북 순창군 복흥면 용지길 7-50 ,1,1,1,0,0,1,1,1,1,1,1
277,17455,괴강국민여가캠핑장,충북 괴산군 괴산읍 충민로검승3길 10 ,1,1,1,0,0,1,1,1,1,1,1
303,17148,깊은골캠핑장,전라북도 무주군 구천동로 1284-6  ,1,1,1,0,0,1,1,1,1,1,1
642,14015,문경 카라반파파,경북 문경시 가은읍 왕능강변길 71 ,1,1,1,0,0,1,1,1,1,1,1
654,13986,바다의 별 관광농원,경기 안산시 단원구 부흥로 359-14 (대부남동) ,1,1,1,0,0,1,1,1,1,1,1
745,13325,문경수예리오토캠핑장,경상북도 문경시 가은읍 작약로 576 ,1,1,1,0,0,1,1,1,1,1,1
1252,6717,산청펫글램핑,경남 산청군 금서면 화계오봉로 349-35 ,1,1,1,0,0,1,1,1,1,1,1
1263,6027,가산산성마을 캠핑장,경북 칠곡군 가산면 가산로 891 ,1,1,1,0,0,1,1,1,1,1,1
1299,4521,카라반파크 아마존,전북 완주군 구이면 항가리 1203 ,1,1,1,0,0,1,1,1,1,1,1
75,25508,서해땅끝파도리아치내캠핑장,충남 태안군 소원면 아치내길 216 ,1,1,0,0,0,1,1,1,1,1,1
140,21502,문경히든벨리오토캠핑장,경상북도 문경시 가은읍 죽문리 441  ,1,1,0,0,0,1,1,1,1,1,1
424,15773,힐링파크,경상남도 하동군 청암면 청학로 1235-19  ,1,1,0,0,0,1,1,1,1,1,1
425,15770,유명산밸리캠핑장,경기 가평군 설악면 유명산길 79-28 ,1,1,0,0,0,1,1,1,1,1,1
717,13463,양달캠핑장,경기 용인시 처인구 원삼면 학일로 100-2 ,1,1,0,0,0,1,1,1,1,1,1
723,13407,캠프향기,대전 동구 산내로 710 (상소동) ,1,1,0,0,0,1,1,1,1,1,1
802,13066,산아래캠핑장,경기 포천시 관인면 담터길 275 ,1,1,0,0,0,1,1,1,1,1,1
854,12734,판앤팜 치유정원,충남 부여군 옥산면 신안로40번길 90 ,1,1,0,0,0,1,1,1,1,1,1
1080,11616,아트캠핑빌리지,충청남도 논산시 상월면 한천길 15-11  ,1,1,0,0,0,1,1,1,1,1,1
136,21976,낙동강레포츠밸리지구오토캠핑장,대구광역시 달성군 구지면 구지서로 199  ,1,1,0,1,1,0,1,1,1,1,1
566,14580,산촌오토캠핑장,경기도 동두천시 탑동동 탑신로237번길 111  ,1,1,1,0,1,0,1,1,1,1,1
883,12632,파피루스 캠핑장,경기도 포천시 영중면 성동리 75  ,1,1,1,0,1,0,1,1,1,1,1
1087,11606,용수 그린랜드,경기 가평군 조종면 운악청계로491번길 87 ,1,1,1,0,1,0,1,1,1,1,1
523,14916,OK가족캠핑장,전남 영광군 대마면 영장로10길 4 ,1,1,1,1,0,0,1,1,1,1,1
238,18076,캠프ing 오토캠핑장,경북 경주시 강동면 호명큰골길 47 ,1,0,1,1,0,0,1,1,1,1,1
1185,10706,채움 관광농원,경기도 포천시 이동면 도평리 94 외 2필지 ,1,1,0,1,0,0,1,1,1,1,1
1245,7044,밀양 도깨비방망이 캠핑장,경남 밀양시 단장면 단장로 1055 ,1,1,0,1,0,0,1,1,1,1,1
190,19608,청주키즈캠핑장,충북 청주시 상당구 낭성면 갈산1길 19 ,1,1,1,0,0,0,1,1,1,1,1
768,13194,방태산 솔마루 오토캠핑장,강원 인제군 기린면 방태산길 122-6 ,1,1,1,0,0,0,1,1,1,1,1
1204,10367,횡성동당미계곡캠핑장,강원도 횡성군 서원면 압곡로 203 ,1,1,1,0,0,0,1,1,1,1,1
43,32660,무지개 서는 마을,경기도 가평군 북면 가화로 1725  ,1,1,0,0,0,0,1,1,1,1,1
436,15666,한티별빛아래관광농원 야영장,경북 칠곡군 가산면 팔공길 48-30 ,1,1,0,0,0,0,1,1,1,1,1
529,14849,피플앤독 느티캠핑장,충남 예산군 신양면 불원귀곡길 108 ,1,1,0,0,0,0,1,1,1,1,1
740,13337,수산아카데미,경기도 남양주시 수동면 철마산로 316-31  ,1,1,0,0,0,0,1,1,1,1,1
933,12441,상주 우산캠핑장,경상북도 상주시 외서면 채릉산로 752  ,1,1,0,0,0,0,1,1,1,1,1
1050,11781,웅진리야영장,강원도 양구군 양구읍 소양웅진길 35-6  ,1,1,0,0,0,0,1,1,1,1,1
1168,10903,별밤글램핑,경북 영천시 임고면 포은로 814 ,1,1,0,0,0,0,1,1,1,1,1
560,14598,프라임캠핑장,강원 춘천시 사북면 사여골길 25 ,1,1,1,1,1,1,0,1,1,1,1
780,13147,영천 솔롱고 글램핑,경상북도 영천시 금호읍 칠백로 436  ,1,1,1,1,1,1,0,1,1,1,1
797,13071,그린하우스캠핑장,경상북도 경주시 산내면 대현리 494-1 ,1,1,1,1,1,1,0,1,1,1,1
798,13070,들꽃여울캠핑장,경기 가평군 설악면 어비산길 130-6 ,1,1,1,1,1,1,0,1,1,1,1
920,12500,밤별 캠핑장,충청북도 충주시 앙성면 모점1길 229  ,1,1,1,1,1,1,0,1,1,1,1
1004,12071,산마루캠핑장,경기도 포천시 이동면 금강로 6584-20  ,1,1,1,1,1,1,0,1,1,1,1
1111,11332,늘푸른쉼터,경기 가평군 설악면 어비산길 76 ,1,1,1,1,1,1,0,1,1,1,1
251,17911,고목정,충남 청양군 대치면 칠갑산로 668-21 ,1,1,0,1,1,1,0,1,1,1,1
375,16251,상주보 캠프존 휴,경북 상주시 용마로 469-10 (도남동) ,1,1,0,1,1,1,0,1,1,1,1
773,13167,우리두리글램핑장,강원 영월군 무릉도원면 백년계곡길 15-5 ,1,1,0,1,1,1,0,1,1,1,1
822,12918,용봉산캠핑장,충남 홍성군 홍북읍 이응노로 227-13 ,1,1,0,1,1,1,0,1,1,1,1
829,12866,산노리 캠핑장,강원도 원주시 신림면 황둔리 1000 ,1,1,0,1,1,1,0,1,1,1,1
1237,7869,별무리,경북 영천시 화북면 별빛로 534-1 ,1,1,0,1,1,1,0,1,1,1,1
142,21433,금관숲캠핑장,충북 청주시 상당구 미원면 운암계원로 628 ,1,1,1,0,1,1,0,1,1,1,1
313,17070,소리길 오토캠핑장,경상남도 합천군 가야면 매화산로 670  ,1,1,1,0,1,1,0,1,1,1,1
395,16022,금산 국민여가캠핑장,충청남도 금산군 제원면 닥실길 16  ,1,1,1,0,1,1,0,1,1,1,1
535,14805,클럽프리모,강원도 횡성군 서원면 석화리 851 ,1,1,1,0,1,1,0,1,1,1,1
666,13932,솔향기캠핑장,충남 태안군 소원면 모항항길 29 ,1,1,1,0,1,1,0,1,1,1,1
809,12992,칠포그린로즈야영장,경북 포항시 북구 흥해읍 암각화길 31 ,1,1,1,0,1,1,0,1,1,1,1
865,12666,(주)쉐르빌리안티티,강원 홍천군 서면 밤벌길19번길 111 ,1,1,1,0,1,1,0,1,1,1,1
897,12563,설매재 자연휴양림 야영장,경기도 양평군 옥천면 용천로 510  ,1,1,1,0,1,1,0,1,1,1,1
1101,11368,아쿠아베이(주) 글램핑,경북 포항시 남구 운하로 207-21 (송도동) ,1,1,1,0,1,1,0,1,1,1,1
467,15461,섬진강향가오토캠핑장, ,1,0,1,0,1,1,0,1,1,1,1
36,35877,포천계곡캠핑장,경기도 포천시 이동면 금강로 6304  ,1,1,0,0,1,1,0,1,1,1,1
131,22124,산디마을 생태공원 캠핑장,대전광역시 대덕구 장동 685-1  ,1,1,0,0,1,1,0,1,1,1,1
174,20162,비토섬 신우리조트 모던글램핑,경남 사천시 서포면 비토리 255-20 ,1,1,0,0,1,1,0,1,1,1,1
217,18544,매봉힐링쉼터오토캠핑장,강원 원주시 신림면 창촌길 132 ,1,1,0,0,1,1,0,1,1,1,1
282,17393,산청지막계곡캠핑장,경남 산청군 금서면 왕등재로 307  ,1,1,0,0,1,1,0,1,1,1,1
411,15877,민들레동산 캠핑장,전북 완주군 화산면 하용마안길 35-152 ,1,1,0,0,1,1,0,1,1,1,1
423,15774,속리산알프스야영장,충청북도 보은군 속리산로 1842-10 체험장  ,1,1,0,0,1,1,0,1,1,1,1
522,14917,청자촌 오토캠핑장,전남 강진군 대구면 청자촌길 42-5 ,1,1,0,0,1,1,0,1,1,1,1
528,14860,산정호수 가족글램핑장,경기도 포천시 영북면 산정호수로411번길 13  ,1,1,0,0,1,1,0,1,1,1,1
532,14827,한탄강 소나무 캠핑,경기도 연천군 전곡읍 전곡리 58-1  ,1,1,0,0,1,1,0,1,1,1,1
561,14596,바다로글램핑,인천광역시 강화군 화도면 해안남로 2421-228/ 인천광역시 강화군 화도면 장화리 467-4 ,1,1,0,0,1,1,0,1,1,1,1
628,14099,용골송어와 캠핑,강원도 평창군 용평면 운두령로 767-17  ,1,1,0,0,1,1,0,1,1,1,1
703,13623,스톤힐 글램핑,경기도 양평군 양평읍 양근골안길17번길 2-24  ,1,1,0,0,1,1,0,1,1,1,1
783,13138,계명산 나무숲길 캠핑장,충북 충주시 용탄동 410 ,1,1,0,0,1,1,0,1,1,1,1
792,13097,디투어스캠프클럽,충북 제천시 청풍면 청풍명월로 246 ,1,1,0,0,1,1,0,1,1,1,1
851,12767,비체올린,제주특별자치도 제주시 한경면 판포리 725  ,1,1,0,0,1,1,0,1,1,1,1
1353,4001,천지 글램핑,전남 순천시 상사면 선동길 112 ,1,1,0,0,1,1,0,1,1,1,1
25,38819,꿈애 오토캠핑장,경상북도 칠곡군 왜관읍 봉계리 400-1  ,1,1,1,1,0,1,0,1,1,1,1
210,18862,용인랜드 숲속캠핑장,경기 용인시 처인구 양지면 한터로454번길 33-17 ,1,1,1,1,0,1,0,1,1,1,1
211,18828,구봉산오토캠핑장 나인힐스,경기 용인시 처인구 원삼면 보개원삼로1372번길 41 ,1,1,1,1,0,1,0,1,1,1,1
233,18178,마루한캠핑장,전남 담양군 금성면 상신기길 108 ,1,1,1,1,0,1,0,1,1,1,1
287,17352,스카이 운학 오토캠핑장,충청북도 제천시 백운면 운학길 87  ,1,1,1,1,0,1,0,1,1,1,1
377,16239,위천수변 테마파크,경북 군위군 효령면 간동유원지길 8 ,1,1,1,1,0,1,0,1,1,1,1
407,15900,영학관광농원야영장,경남 창원시 마산합포구 진북면 학동로 537-280 ,1,1,1,1,0,1,0,1,1,1,1
456,15579,수덕 캠핑장,충남 예산군 덕산면 노곡길 15 ,1,1,1,1,0,1,0,1,1,1,1
588,14462,수리덤 캠핑장,경북 청도군 운문면 신원3길 156 ,1,1,1,1,0,1,0,1,1,1,1
599,14371,대덕 관광농원,전남 영광군 법성면 대덕길2길 105 ,1,1,1,1,0,1,0,1,1,1,1
664,13937,강변오토캠핑장,충북 괴산군 괴산읍 충민로 317 ,1,1,1,1,0,1,0,1,1,1,1
696,13649,수원산 오토캠핑장,경기 포천시 군내면 청군로2985번길 50-29 ,1,1,1,1,0,1,0,1,1,1,1
714,13511,경주 힐링캠프,경상북도 경주시 산내면 감산리 1456번지 ,1,1,1,1,0,1,0,1,1,1,1
733,13351,백운오양골캠핑장,경기도 포천시 이동면 화동로2457번길 92  ,1,1,1,1,0,1,0,1,1,1,1
952,12303,하오재캠핑장,강원도 철원군 근남면 하오재로 1235  ,1,1,1,1,0,1,0,1,1,1,1
967,12225,소도캠핑장,경기도 포천시 일동면 무리울길 28-25 ,1,1,1,1,0,1,0,1,1,1,1
1067,11685,진밭골향기관광농원 야영장,강원 원주시 문막읍 취병로 638-3 ,1,1,1,1,0,1,0,1,1,1,1
1100,11412,죠스글램핑,경기 동두천시 삼육사로 1422-34 (탑동동) ,1,1,1,1,0,1,0,1,1,1,1
1183,10785,우리 캠핑장,경기도 포천시 이동면 도평리 540-10 ,1,1,1,1,0,1,0,1,1,1,1
1217,8639,강화무지개글램핑,인천광역시 강화군 송해면 양오리 640-1번지 ,1,1,1,1,0,1,0,1,1,1,1
1285,4754,바다야영장,전북 부안군 진서면 곰소항길 22-25 ,1,1,1,1,0,1,0,1,1,1,1
1328,4251,거림캠핑장,경북 청도군 운문면 운문로 1158-10 ,1,1,1,1,0,1,0,1,1,1,1
1345,4056,서리실 힐링 가족캠핑장,충남 천안시 동남구 광덕면 서리실길 147 ,1,1,1,1,0,1,0,1,1,1,1
1346,4046,연종 캠핑장,충남 공주시 유구읍 구계연종길 473 ,1,1,1,1,0,1,0,1,1,1,1
1351,4039,아우내관관농원캠핑장,충남 천안시 동남구 병천면 관성3길 267-40 ,1,1,1,1,0,1,0,1,1,1,1
1421,3204,느루 캠핑장,충남 부여군 장암면 장암로 67-28 ,1,1,1,1,0,1,0,1,1,1,1
191,19595,느티나무그늘아래 캠핑장,경기 파주시 문산읍 사목로 48 ,1,1,0,1,0,1,0,1,1,1,1
232,18185,영덕 칠보산 오토캠핑장,경북 영덕군 병곡면 칠보산1길 522 ,1,1,0,1,0,1,0,1,1,1,1
237,18099,연산 황산벌오토캠핑장,충남 논산시 연산면 신신양로 187-8 ,1,1,0,1,0,1,0,1,1,1,1
240,18054,송하루 오토캠핑장,경북 구미시 옥성면 주아령로 192-1 ,1,1,0,1,0,1,0,1,1,1,1
270,17551,일영무두리캠핑장,경기도 양주시 장흥면 유원지로 176-77  ,1,1,0,1,0,1,0,1,1,1,1
291,17314,맑은물소리 캠핑장,경기 포천시 관인면 담터길 123 ,1,1,0,1,0,1,0,1,1,1,1
299,17198,꽃주렁나무주렁캠핑장,경기 용인시 처인구 이동읍 경기동로1024번길 40 ,1,1,0,1,0,1,0,1,1,1,1
325,16937,연풍연가캠핑장,충남 아산시 송악면 종곡길96번길 90 ,1,1,0,1,0,1,0,1,1,1,1
420,15795,핏들캠핑장,충북 영동군 상촌면 물한계곡로 980 ,1,1,0,1,0,1,0,1,1,1,1
434,15680,봉수대오토캠핑장,강원도 고성군 죽왕면 봉수대길 1 ,1,1,0,1,0,1,0,1,1,1,1
461,15549,청도 지오오토캠핑장,경북 청도군 매전면 동화길 8-31 ,1,1,0,1,0,1,0,1,1,1,1
465,15472,놀터캠핑장,경남 고성군 동해면 외산로 353 ,1,1,0,1,0,1,0,1,1,1,1
516,14946,메타파크,전남 담양군 금성면 금성산성길 260 ,1,1,0,1,0,1,0,1,1,1,1
597,14420,가루실캠프,충남 예산군 덕산면 가루실길 229-23 ,1,1,0,1,0,1,0,1,1,1,1
609,14310,고길동 캠핑장,강원도 홍천군 북방면 북방리 946 ,1,1,0,1,0,1,0,1,1,1,1
690,13741,산으로간 니모 캠핑장,경기 가평군 조종면 연인산로 670-321 ,1,1,0,1,0,1,0,1,1,1,1
707,13557,에덴오토캠핑장,경북 포항시 북구 죽장면 가사길 15 ,1,1,0,1,0,1,0,1,1,1,1
734,13348,로하스캠핑,경기 연천군 중면 군중로 319-46 ,1,1,0,1,0,1,0,1,1,1,1
767,13216,메가카라반글램핑 관광농원,경기도 포천시 일동면 수입리 700-8 ,1,1,0,1,0,1,0,1,1,1,1
818,12928,가람관광농원,경남 합천군 봉산면 인덕로 930 ,1,1,0,1,0,1,0,1,1,1,1
820,12923,아이비캠핑장,경상남도 밀양시 산내면 원서3길 47  ,1,1,0,1,0,1,0,1,1,1,1
824,12894,DMZ 마루캠핑,경기도 연천군 중면 군중로 399 ,1,1,0,1,0,1,0,1,1,1,1
827,12869,삼원레저타운,충남 서산시 팔봉면 진장서낭골길 203-14 ,1,1,0,1,0,1,0,1,1,1,1
876,12648,정광산 관광농원,경기 용인시 처인구 모현읍 초부로 215-5 ,1,1,0,1,0,1,0,1,1,1,1
1018,11978,솔바람오토캠핑장,경남 밀양시 산외면 밀양대로 3539-1 ,1,1,0,1,0,1,0,1,1,1,1
1063,11723,휴랜드관광농원,경기 포천시 이동면 금강로 6159-7 ,1,1,0,1,0,1,0,1,1,1,1
1097,11419,캠핑포유 캠핑장,경기 가평군 북면 화악산로 686-41 ,1,1,0,1,0,1,0,1,1,1,1
1105,11347,동화카라반캠핑장,경기도 가평군 가평읍 가화로 440-151  ,1,1,0,1,0,1,0,1,1,1,1
1235,7962,무지개캠핑장,경기 파주시 광탄면 부흥로 206-9 ,1,1,0,1,0,1,0,1,1,1,1
1354,3979,오렌지캠프,충북 보은군 속리산면 속리산로 995-35 ,1,1,0,1,0,1,0,1,1,1,1
1381,3646,평암189 야영장,경남 창원시 마산합포구 진전면 평암로 372-8 ,1,1,0,1,0,1,0,1,1,1,1
716,13508,감 이야기 캠핑장,경북 청도군 운문면 신원4길 18 ,1,0,0,1,0,1,0,1,1,1,1
774,13167,힐링빌리지(팜핑레이크 캠핑장),울산 울주군 서생면 화산발리로 325-62 ,1,0,0,1,0,1,0,1,1,1,1
186,19966,히어리캠핑장,강원 영월군 김삿갓면 김삿갓로 587-6 ,1,1,1,0,0,1,0,1,1,1,1
304,17144,완주소양캠핑장,전북 완주군 소양면 해월신왕길 144-19 ,1,1,1,0,0,1,0,1,1,1,1
358,16444,요카카 관광농원,충청북도 충주시 금가면 강변길 11-37  ,1,1,1,0,0,1,0,1,1,1,1
479,15228,내소힐링캠프,전북 부안군 진서면 원암길 49-6 ,1,1,1,0,0,1,0,1,1,1,1
569,14570,피노키오 자연휴양림 야영장,강원도 원주시 신림면 황둔리 903  ,1,1,1,0,0,1,0,1,1,1,1
911,12530,더캠프 렌탈캠핑,경북 김천시 대항면 대룡로 339-44 ,1,1,1,0,0,1,0,1,1,1,1
1032,11893,레이크 캠핑장,경기 가평군 설악면 유명로 2569 ,1,1,1,0,0,1,0,1,1,1,1
1040,11802,화양동야영장,충북 괴산군 청천면 화양로 733-38 ,1,1,1,0,0,1,0,1,1,1,1
1281,4886,에코팡팡캠핑장,경북 포항시 북구 죽장면 죽장로 2118-51 ,1,1,1,0,0,1,0,1,1,1,1
1292,4632,보문카라반파크,경북 경주시 경감로 466-311 (천군동) ,1,1,1,0,0,1,0,1,1,1,1
0,227159,사천비토솔섬오토캠핑장,경남 사천시 서포면 토끼로 245-29  ,1,1,0,0,0,1,0,1,1,1,1
68,26227,통영오토캠핑장,경남 통영시 용남면 분덕길 156 ,1,1,0,0,0,1,0,1,1,1,1
121,22645,청보리오토캠핑장,경상남도 통영시 욕지면 욕지일주로 896-71  ,1,1,0,0,0,1,0,1,1,1,1
147,20953,산호야관광농원,경북 구미시 옥성면 선상서로 797 ,1,1,0,0,0,1,0,1,1,1,1
157,20532,마운틴캠핑장,경기 용인시 처인구 원삼면 후평로185번길 50 ,1,1,0,0,0,1,0,1,1,1,1
164,20458,The Star 오토캠핑장,전남 여수시 돌산읍 상하동길 268 ,1,1,0,0,0,1,0,1,1,1,1
176,20111,사목힐링캠프 태안캠핑농원,"충청남도 태안군 이원면 내리 958-2, 958-3  ",1,1,0,0,0,1,0,1,1,1,1
184,20037,청포대 휴 야영장,충남 태안군 남면 청포대길 63-6 ,1,1,0,0,0,1,0,1,1,1,1
273,17501,천리안 캠프힐,울산광역시 울주군 상북면 삽재4길5  ,1,1,0,0,0,1,0,1,1,1,1
294,17281,비토 국민여가캠핑장,경남 사천시 서포면 용궁로 124 ,1,1,0,0,0,1,0,1,1,1,1
324,16937,꿈꾸는 농부 오토캠핑장,대전 동구 산내로 716 (상소동) ,1,1,0,0,0,1,0,1,1,1,1
337,16683,숲속가든 캠핑장,경남 사천시 사남면 삼상로 832 ,1,1,0,0,0,1,0,1,1,1,1
345,16622,강화도산들애농원캠핑수영장,인천 강화군 강화읍 고비고개로 171 ,1,1,0,0,0,1,0,1,1,1,1
359,16429,문복산 캠핑장,경북 경주시 산내면 문복로 333-199 ,1,1,0,0,0,1,0,1,1,1,1
360,16416,홍천강 오토캠핑장,강원도 홍천군 북방면 굴지강변로 322  ,1,1,0,0,0,1,0,1,1,1,1
366,16349,칠포오토캠핑장,경북 포항시 북구 흥해읍 암각화길 41 ,1,1,0,0,0,1,0,1,1,1,1
380,16204,메이플트리글램핑,경기 가평군 상면 수목원로 181-28 ,1,1,0,0,0,1,0,1,1,1,1
405,15923,두레캠핑장,경기 가평군 청평면 상지로 171 ,1,1,0,0,0,1,0,1,1,1,1
415,15841,물한계곡소나무펜션,충북 영동군 상촌면 물한6길 8-1 ,1,1,0,0,0,1,0,1,1,1,1
449,15608,파주기산캠프,경기도 파주시 광탄면 기산리 471-2  ,1,1,0,0,0,1,0,1,1,1,1
462,15520,반디캠프, ,1,1,0,0,0,1,0,1,1,1,1
477,15297,하느제캠핑장,전남 보성군 벌교읍 옥전1길 480 ,1,1,0,0,0,1,0,1,1,1,1
540,14774,충주반딧불 오토캠핑장,충청북도 충주시 엄정면 가춘리길 19  ,1,1,0,0,0,1,0,1,1,1,1
551,14692,우니메이카,강원도 홍천군 서석면 검산리 산3-3  ,1,1,0,0,0,1,0,1,1,1,1
572,14537,덤바위 캠핑장,충청북도 진천군 문백면 농다리로 615  ,1,1,0,0,0,1,0,1,1,1,1
624,14142,아르보리아파크 캠핑장,인천 강화군 길상면 장흥로101번길 65 ,1,1,0,0,0,1,0,1,1,1,1
630,14085,영양수비별빛캠핑장,경상북도 영양군 본신로 213-0  ,1,1,0,0,0,1,0,1,1,1,1
